participant_id,paragraph_id,aoi_id,aoi_text,word_frequency,dwell_time
l30_386,5,85,his,6.51,0
l30_386,5,86,two,6.1,0
l30_386,5,87,"daughters,",4.28,201
l30_386,5,88,my,6.57,145
l30_386,5,89,mother,5.24,242
l30_386,5,90,taught,4.68,0
l30_386,5,91,me,6.48,152
l30_386,5,92,and,7.41,0
l30_386,5,93,I,7.09,59
l30_386,5,94,have,6.71,0
l30_386,5,95,then,6.07,144
l30_386,5,96,given,5.41,167
l30_386,5,97,to,7.43,0
l30_386,5,98,my,6.57,0
l30_386,5,99,"sons,”",4.5,84
l30_386,5,100,she,6.26,0
l30_386,5,101,said.,6.01,0
l30_386,5,102,Despite,5.0,150
l30_386,5,103,her,6.3,132
l30_386,5,104,joy,4.55,372
l30_386,5,105,at,6.7,0
l30_386,5,106,receiving,4.59,170
l30_386,5,107,the,7.73,0
l30_386,5,108,bottled,3.49,163
l30_386,5,109,"message,",5.0,0
l30_386,5,110,she,6.26,97
l30_386,5,111,said,6.01,0
l30_386,5,112,that,7.01,42
l30_386,5,113,she,6.26,0
l30_386,5,114,hoped,4.28,204
l30_386,5,115,others,5.42,0
l30_386,5,116,would,6.27,0
l30_386,5,117,not,6.69,223
l30_386,5,118,repeat,4.49,0
l30_386,5,119,what,6.38,132
l30_386,5,120,her,6.3,0
l30_386,5,121,grandfather,4.24,127
l30_386,5,122,had,6.33,0
l30_386,5,123,done,5.58,0
l30_386,5,124,and,7.41,0
l30_386,5,125,throw,4.83,112
l30_386,5,126,bottles,4.19,125
l30_386,5,127,with,6.85,0
l30_386,5,128,messages,4.54,305
l30_386,5,129,into,6.11,0
l30_386,5,130,the,7.73,74
l30_386,5,131,sea.,5.06,0
l30_386,5,132,"“Today,",5.55,167
l30_386,5,133,the,7.73,0
l30_386,5,134,sea,5.06,45
l30_386,5,135,is,7.07,0
l30_386,5,136,so,6.52,0
l30_386,5,137,full,5.54,124
l30_386,5,138,of,7.4,0
l30_386,5,139,so,6.52,0
l30_386,5,140,many,5.91,0
l30_386,5,141,bottles,4.19,137
l30_386,5,142,and,7.41,0
l30_386,5,143,rubbish,3.87,160
l30_386,5,144,that,7.01,193
l30_386,5,145,more,6.36,292
l30_386,5,146,shouldn't,4.82,137
l30_386,5,147,be,6.79,0
l30_386,5,148,thrown,4.4,85
l30_386,5,149,in,7.27,0
l30_386,5,150,"there,“",6.31,160
l30_386,5,151,she,6.26,0
l30_386,5,152,said.,6.01,0
l31_388,2,1,“It,6.95,668
l31_388,2,2,was,6.82,344
l31_388,2,3,very,6.0,0
l31_388,2,4,"surprising,”",4.28,0
l31_388,2,5,Angela,4.02,153
l31_388,2,6,"Erdmann,",2.12,227
l31_388,2,7,"62,",4.66,321
l31_388,2,8,"said,",6.01,615
l31_388,2,9,recalling,3.38,297
l31_388,2,10,how,6.24,215
l31_388,2,11,she,6.26,227
l31_388,2,12,found,5.68,259
l31_388,2,13,out,6.38,0
l31_388,2,14,about,6.4,1119
l31_388,2,15,the,7.73,91
l31_388,2,16,bottle.,4.57,475
l31_388,2,17,“A,7.36,716
l31_388,2,18,man,5.82,356
l31_388,2,19,stood,4.57,283
l31_388,2,20,at,6.7,0
l31_388,2,21,my,6.57,248
l31_388,2,22,door,5.08,0
l31_388,2,23,and,7.41,228
l31_388,2,24,told,5.54,388
l31_388,2,25,me,6.48,238
l31_388,2,26,he,6.69,1180
l31_388,2,27,had,6.33,1714
l31_388,2,28,post,5.43,1231
l31_388,2,29,from,6.63,739
l31_388,2,30,my,6.57,258
l31_388,2,31,grandfather.,4.24,185
l31_388,2,32,He,6.69,0
l31_388,2,33,then,6.07,417
l31_388,2,34,told,5.54,134
l31_388,2,35,me,6.48,0
l31_388,2,36,that,7.01,258
l31_388,2,37,a,7.36,312
l31_388,2,38,message,5.0,178
l31_388,2,39,in,7.27,805
l31_388,2,40,a,7.36,0
l31_388,2,41,bottle,4.57,622
l31_388,2,42,had,6.33,430
l31_388,2,43,been,6.27,328
l31_388,2,44,found,5.68,181
l31_388,2,45,and,7.41,391
l31_388,2,46,that,7.01,695
l31_388,2,47,the,7.73,675
l31_388,2,48,name,5.61,909
l31_388,2,49,that,7.01,909
l31_388,2,50,was,6.82,977
l31_388,2,51,on,6.91,0
l31_388,2,52,the,7.73,779
l31_388,2,53,card,5.04,533
l31_388,2,54,was,6.82,0
l31_388,2,55,that,7.01,1057
l31_388,2,56,of,7.4,565
l31_388,2,57,my,6.57,0
l31_388,2,58,grandfather.”,4.24,701
l31_388,2,59,Her,6.3,459
l31_388,2,60,visitor,4.01,630
l31_388,2,61,was,6.82,329
l31_388,2,62,a,7.36,626
l31_388,2,63,genealogical,3.04,1475
l31_388,2,64,researcher,3.92,483
l31_388,2,65,who,6.34,120
l31_388,2,66,had,6.33,249
l31_388,2,67,managed,4.76,316
l31_388,2,68,to,7.43,0
l31_388,2,69,track,5.02,387
l31_388,2,70,her,6.3,115
l31_388,2,71,down,5.88,172
l31_388,2,72,in,7.27,0
l31_388,2,73,Berlin,4.38,2510
l31_388,2,74,after,6.11,2688
l31_388,2,75,the,7.73,254
l31_388,2,76,letter,4.95,1223
l31_388,2,77,was,6.82,175
l31_388,2,78,given,5.41,831
l31_388,2,79,to,7.43,0
l31_388,2,80,the,7.73,552
l31_388,2,81,International,5.36,1352
l31_388,2,82,Maritime,3.96,1998
l31_388,2,83,Museum,4.71,1035
l31_388,2,84,in,7.27,656
l31_388,2,85,the,7.73,1076
l31_388,2,86,northern,4.85,1910
l31_388,2,87,port,4.73,571
l31_388,2,88,city,5.61,746
l31_388,2,89,of,7.4,791
l31_388,2,90,Hamburg.,3.62,1228
l32_390,1,1,Angela,4.02,649
l32_390,1,2,Erdmann,2.12,571
l32_390,1,3,never,5.91,260
l32_390,1,4,knew,5.2,187
l32_390,1,5,her,6.3,0
l32_390,1,6,grandfather.,4.24,555
l32_390,1,7,He,6.69,259
l32_390,1,8,died,5.2,143
l32_390,1,9,in,7.27,0
l32_390,1,10,"1946,",4.11,1100
l32_390,1,11,six,5.29,0
l32_390,1,12,years,5.96,595
l32_390,1,13,before,5.93,203
l32_390,1,14,she,6.26,237
l32_390,1,15,was,6.82,167
l32_390,1,16,born.,5.09,229
l32_390,1,17,"But,",6.63,146
l32_390,1,18,on,6.91,266
l32_390,1,19,Tuesday,4.63,91
l32_390,1,20,8th,4.24,217
l32_390,1,21,"April,",5.19,309
l32_390,1,22,"2014,",4.67,109
l32_390,1,23,she,6.26,213
l32_390,1,24,described,5.0,107
l32_390,1,25,the,7.73,0
l32_390,1,26,extraordinary,4.36,239
l32_390,1,27,moment,5.24,137
l32_390,1,28,when,6.37,120
l32_390,1,29,she,6.26,209
l32_390,1,30,received,5.16,981
l32_390,1,31,a,7.36,0
l32_390,1,32,message,5.0,54
l32_390,1,33,in,7.27,166
l32_390,1,34,a,7.36,0
l32_390,1,35,"bottle,",4.57,117
l32_390,1,36,101,3.74,204
l32_390,1,37,years,5.96,211
l32_390,1,38,after,6.11,198
l32_390,1,39,he,6.69,268
l32_390,1,40,had,6.33,346
l32_390,1,41,lobbed,2.39,0
l32_390,1,42,it,6.95,159
l32_390,1,43,into,6.11,0
l32_390,1,44,the,7.73,0
l32_390,1,45,Baltic,3.57,215
l32_390,1,46,Sea.,5.06,193
l32_390,1,47,Thought,5.59,205
l32_390,1,48,to,7.43,0
l32_390,1,49,be,6.79,0
l32_390,1,50,the,7.73,158
l32_390,1,51,world's,4.61,0
l32_390,1,52,oldest,4.24,212
l32_390,1,53,message,5.0,262
l32_390,1,54,in,7.27,0
l32_390,1,55,a,7.36,0
l32_390,1,56,"bottle,",4.57,191
l32_390,1,57,it,6.95,247
l32_390,1,58,was,6.82,323
l32_390,1,59,presented,4.75,430
l32_390,1,60,to,7.43,393
l32_390,1,61,Erdmann,2.12,776
l32_390,1,62,by,6.66,221
l32_390,1,63,the,7.73,504
l32_390,1,64,museum,4.71,131
l32_390,1,65,that,7.01,224
l32_390,1,66,is,7.07,167
l32_390,1,67,now,6.18,0
l32_390,1,68,exhibiting,3.4,704
l32_390,1,69,it,6.95,0
l32_390,1,70,in,7.27,0
l32_390,1,71,Germany.,4.9,709
l33_515,4,1,Researchers,4.39,349
l33_515,4,2,believe,5.51,164
l33_515,4,3,Erdmann's,0.0,144
l33_515,4,4,"grandfather,",4.24,162
l33_515,4,5,Richard,4.79,217
l33_515,4,6,"Platz,",2.39,167
l33_515,4,7,threw,4.46,366
l33_515,4,8,the,7.73,0
l33_515,4,9,bottle,4.57,145
l33_515,4,10,in,7.27,0
l33_515,4,11,the,7.73,761
l33_515,4,12,sea,5.06,302
l33_515,4,13,while,5.86,581
l33_515,4,14,on,6.91,0
l33_515,4,15,a,7.36,0
l33_515,4,16,hike,3.95,191
l33_515,4,17,with,6.85,145
l33_515,4,18,a,7.36,95
l33_515,4,19,nature,4.98,0
l33_515,4,20,appreciation,4.12,139
l33_515,4,21,group,5.57,266
l33_515,4,22,in,7.27,0
l33_515,4,23,1913.,3.84,224
l33_515,4,24,He,6.69,0
l33_515,4,25,was,6.82,180
l33_515,4,26,20,5.08,0
l33_515,4,27,years,5.96,290
l33_515,4,28,old,5.75,156
l33_515,4,29,at,6.7,0
l33_515,4,30,the,7.73,0
l33_515,4,31,time.,6.29,250
l33_515,4,32,Much,6.0,211
l33_515,4,33,of,7.4,213
l33_515,4,34,the,7.73,0
l33_515,4,35,postcard,3.44,401
l33_515,4,36,was,6.82,0
l33_515,4,37,"indecipherable,",2.24,426
l33_515,4,38,although,5.3,200
l33_515,4,39,the,7.73,0
l33_515,4,40,address,4.91,252
l33_515,4,41,in,7.27,0
l33_515,4,42,Berlin,4.38,137
l33_515,4,43,on,6.91,291
l33_515,4,44,the,7.73,258
l33_515,4,45,front,5.28,162
l33_515,4,46,of,7.4,0
l33_515,4,47,the,7.73,0
l33_515,4,48,card,5.04,165
l33_515,4,49,was,6.82,170
l33_515,4,50,"legible,",2.8,256
l33_515,4,51,as,6.77,149
l33_515,4,52,was,6.82,213
l33_515,4,53,the,7.73,0
l33_515,4,54,author's,3.43,277
l33_515,4,55,polite,3.92,507
l33_515,4,56,request,4.76,146
l33_515,4,57,that,7.01,0
l33_515,4,58,the,7.73,0
l33_515,4,59,note,5.04,234
l33_515,4,60,be,6.79,0
l33_515,4,61,sent,5.16,365
l33_515,4,62,by,6.66,0
l33_515,4,63,the,7.73,151
l33_515,4,64,finder,3.28,246
l33_515,4,65,to,7.43,0
l33_515,4,66,his,6.51,566
l33_515,4,67,home,5.81,0
l33_515,4,68,address.,4.91,329
l33_515,4,69,“He,6.69,136
l33_515,4,70,also,6.19,176
l33_515,4,71,included,5.03,137
l33_515,4,72,two,6.1,234
l33_515,4,73,stamps,3.91,165
l33_515,4,74,from,6.63,0
l33_515,4,75,that,7.01,101
l33_515,4,76,time,6.29,0
l33_515,4,77,that,7.01,113
l33_515,4,78,were,6.34,0
l33_515,4,79,also,6.19,200
l33_515,4,80,in,7.27,0
l33_515,4,81,the,7.73,0
l33_515,4,82,"bottle,",4.57,266
l33_515,4,83,so,6.52,0
l33_515,4,84,the,7.73,183
l33_515,4,85,finder,3.28,223
l33_515,4,86,would,6.27,0
l33_515,4,87,not,6.69,276
l33_515,4,88,incur,3.3,302
l33_515,4,89,a,7.36,160
l33_515,4,90,"cost,”",5.24,151
l33_515,4,91,Erdmann,2.12,0
l33_515,4,92,said.,6.01,236
l33_515,4,93,“But,6.63,169
l33_515,4,94,he,6.69,0
l33_515,4,95,did,5.96,333
l33_515,4,96,not,6.69,0
l33_515,4,97,think,6.08,176
l33_515,4,98,it,6.95,0
l33_515,4,99,would,6.27,155
l33_515,4,100,take,5.92,0
l33_515,4,101,101,3.74,349
l33_515,4,102,years.”,5.96,0
l33_515,4,103,She,6.26,0
l33_515,4,104,said,6.01,0
l33_515,4,105,she,6.26,509
l33_515,4,106,was,6.82,0
l33_515,4,107,moved,5.01,332
l33_515,4,108,by,6.66,273
l33_515,4,109,the,7.73,0
l33_515,4,110,arrival,4.44,232
l33_515,4,111,of,7.4,0
l33_515,4,112,the,7.73,0
l33_515,4,113,"message,",5.0,236
l33_515,4,114,although,5.3,549
l33_515,4,115,she,6.26,0
l33_515,4,116,had,6.33,151
l33_515,4,117,not,6.69,0
l33_515,4,118,known,5.39,527
l33_515,4,119,her,6.3,124
l33_515,4,120,grandfather,4.24,215
l33_515,4,121,because,6.03,0
l33_515,4,122,he,6.69,242
l33_515,4,123,"died,",5.2,125
l33_515,4,124,at,6.7,416
l33_515,4,125,the,7.73,174
l33_515,4,126,age,5.32,0
l33_515,4,127,of,7.4,335
l33_515,4,128,"54,",4.73,0
l33_515,4,129,six,5.29,113
l33_515,4,130,years,5.96,572
l33_515,4,131,before,5.93,201
l33_515,4,132,she,6.26,261
l33_515,4,133,was,6.82,0
l33_515,4,134,born.,5.09,0
l34_398,6,1,The,7.73,174
l34_398,6,2,message,5.0,286
l34_398,6,3,and,7.41,0
l34_398,6,4,the,7.73,0
l34_398,6,5,bottle,4.57,168
l34_398,6,6,will,6.45,0
l34_398,6,7,be,6.79,0
l34_398,6,8,on,6.91,0
l34_398,6,9,display,4.63,0
l34_398,6,10,at,6.7,180
l34_398,6,11,Hamburg's,1.99,138
l34_398,6,12,Maritime,3.96,0
l34_398,6,13,Museum,4.71,0
l34_398,6,14,until,5.61,155
l34_398,6,15,the,7.73,32
l34_398,6,16,beginning,5.0,356
l34_398,6,17,of,7.4,0
l34_398,6,18,May,5.98,166
l34_398,6,19,"2014,",4.67,0
l34_398,6,20,after,6.11,115
l34_398,6,21,which,6.3,0
l34_398,6,22,experts,4.52,224
l34_398,6,23,will,6.45,0
l34_398,6,24,attempt,4.85,215
l34_398,6,25,to,7.43,0
l34_398,6,26,decipher,3.14,282
l34_398,6,27,the,7.73,180
l34_398,6,28,rest,5.23,0
l34_398,6,29,of,7.4,162
l34_398,6,30,the,7.73,334
l34_398,6,31,text.,5.01,0
l34_398,6,32,It,6.95,89
l34_398,6,33,is,7.07,0
l34_398,6,34,not,6.69,279
l34_398,6,35,clear,5.25,260
l34_398,6,36,what,6.38,0
l34_398,6,37,will,6.45,0
l34_398,6,38,then,6.07,316
l34_398,6,39,happen,5.19,0
l34_398,6,40,to,7.43,86
l34_398,6,41,the,7.73,0
l34_398,6,42,"bottle,",4.57,177
l34_398,6,43,but,6.63,0
l34_398,6,44,Erdmann,2.12,0
l34_398,6,45,hopes,4.4,239
l34_398,6,46,it,6.95,0
l34_398,6,47,will,6.45,0
l34_398,6,48,stay,5.33,0
l34_398,6,49,at,6.7,0
l34_398,6,50,the,7.73,0
l34_398,6,51,museum.,4.71,0
l34_398,6,52,“We,6.54,0
l34_398,6,53,want,6.04,0
l34_398,6,54,to,7.43,197
l34_398,6,55,make,6.08,0
l34_398,6,56,a,7.36,0
l34_398,6,57,few,5.6,0
l34_398,6,58,photos,4.83,0
l34_398,6,59,available,5.28,207
l34_398,6,60,to,7.43,229
l34_398,6,61,put,5.66,0
l34_398,6,62,with,6.85,109
l34_398,6,63,the,7.73,173
l34_398,6,64,bottle,4.57,189
l34_398,6,65,and,7.41,0
l34_398,6,66,give,5.71,169
l34_398,6,67,it,6.95,167
l34_398,6,68,a,7.36,0
l34_398,6,69,"face,",5.45,377
l34_398,6,70,so,6.52,0
l34_398,6,71,visitors,4.49,464
l34_398,6,72,can,6.46,0
l34_398,6,73,see,6.1,0
l34_398,6,74,the,7.73,183
l34_398,6,75,young,5.43,122
l34_398,6,76,man,5.82,0
l34_398,6,77,who,6.34,0
l34_398,6,78,threw,4.46,173
l34_398,6,79,the,7.73,0
l34_398,6,80,bottle,4.57,0
l34_398,6,81,into,6.11,0
l34_398,6,82,the,7.73,307
l34_398,6,83,"water,”",5.52,0
l34_398,6,84,she,6.26,0
l34_398,6,85,said.,6.01,0
l35_399,3,1,The,7.73,251
l35_399,3,2,brown,5.01,603
l35_399,3,3,beer,4.7,221
l35_399,3,4,"bottle,",4.57,0
l35_399,3,5,which,6.3,0
l35_399,3,6,had,6.33,157
l35_399,3,7,been,6.27,268
l35_399,3,8,in,7.27,0
l35_399,3,9,the,7.73,0
l35_399,3,10,water,5.52,154
l35_399,3,11,for,7.01,0
l35_399,3,12,101,3.74,263
l35_399,3,13,"years,",5.96,271
l35_399,3,14,was,6.82,301
l35_399,3,15,found,5.68,362
l35_399,3,16,in,7.27,58
l35_399,3,17,the,7.73,124
l35_399,3,18,catch,4.87,224
l35_399,3,19,of,7.4,139
l35_399,3,20,Konrad,2.85,542
l35_399,3,21,"Fischer,",3.52,118
l35_399,3,22,a,7.36,252
l35_399,3,23,"fisherman,",3.49,221
l35_399,3,24,who,6.34,0
l35_399,3,25,had,6.33,183
l35_399,3,26,been,6.27,0
l35_399,3,27,out,6.38,0
l35_399,3,28,in,7.27,182
l35_399,3,29,the,7.73,0
l35_399,3,30,Baltic,3.57,0
l35_399,3,31,Sea,5.06,184
l35_399,3,32,off,5.93,0
l35_399,3,33,the,7.73,0
l35_399,3,34,northern,4.85,166
l35_399,3,35,city,5.61,166
l35_399,3,36,of,7.4,0
l35_399,3,37,Kiel.,2.82,0
l35_399,3,38,Holger,2.6,520
l35_399,3,39,von,4.17,317
l35_399,3,40,"Neuhoff,",1.23,0
l35_399,3,41,curator,3.55,261
l35_399,3,42,for,7.01,237
l35_399,3,43,ocean,4.7,0
l35_399,3,44,and,7.41,0
l35_399,3,45,science,5.12,177
l35_399,3,46,at,6.7,188
l35_399,3,47,the,7.73,0
l35_399,3,48,"museum,",4.71,241
l35_399,3,49,said,6.01,0
l35_399,3,50,this,6.82,234
l35_399,3,51,bottled,3.49,140
l35_399,3,52,message,5.0,0
l35_399,3,53,was,6.82,161
l35_399,3,54,the,7.73,0
l35_399,3,55,oldest,4.24,257
l35_399,3,56,he,6.69,0
l35_399,3,57,had,6.33,193
l35_399,3,58,come,5.78,0
l35_399,3,59,across.,5.25,0
l35_399,3,60,“There,6.31,0
l35_399,3,61,are,6.74,238
l35_399,3,62,documents,4.64,0
l35_399,3,63,that,7.01,158
l35_399,3,64,have,6.71,0
l35_399,3,65,been,6.27,267
l35_399,3,66,found,5.68,158
l35_399,3,67,without,5.69,297
l35_399,3,68,the,7.73,0
l35_399,3,69,bottle,4.57,168
l35_399,3,70,that,7.01,0
l35_399,3,71,are,6.74,337
l35_399,3,72,older,4.92,0
l35_399,3,73,and,7.41,0
l35_399,3,74,are,6.74,341
l35_399,3,75,in,7.27,0
l35_399,3,76,the,7.73,0
l35_399,3,77,"museum,”",4.71,0
l35_399,3,78,he,6.69,124
l35_399,3,79,said.,6.01,0
l35_399,3,80,"“But,",6.63,229
l35_399,3,81,with,6.85,0
l35_399,3,82,the,7.73,382
l35_399,3,83,bottle,4.57,0
l35_399,3,84,and,7.41,0
l35_399,3,85,the,7.73,0
l35_399,3,86,"document,",4.5,349
l35_399,3,87,this,6.82,164
l35_399,3,88,is,7.07,0
l35_399,3,89,certainly,5.0,271
l35_399,3,90,the,7.73,0
l35_399,3,91,oldest,4.24,247
l35_399,3,92,at,6.7,0
l35_399,3,93,the,7.73,0
l35_399,3,94,moment.,5.24,186
l35_399,3,95,It,6.95,0
l35_399,3,96,is,7.07,0
l35_399,3,97,in,7.27,321
l35_399,3,98,extremely,4.79,199
l35_399,3,99,good,6.12,266
l35_399,3,100,condition.”,4.86,0
l36_400,5,1,“I,7.09,221
l36_400,5,2,knew,5.2,207
l36_400,5,3,very,6.0,0
l36_400,5,4,little,5.75,180
l36_400,5,5,about,6.4,0
l36_400,5,6,my,6.57,0
l36_400,5,7,"grandfather,",4.24,177
l36_400,5,8,but,6.63,308
l36_400,5,9,I,7.09,0
l36_400,5,10,found,5.68,267
l36_400,5,11,out,6.38,0
l36_400,5,12,that,7.01,66
l36_400,5,13,he,6.69,382
l36_400,5,14,was,6.82,0
l36_400,5,15,a,7.36,0
l36_400,5,16,writer,4.69,376
l36_400,5,17,who,6.34,204
l36_400,5,18,was,6.82,261
l36_400,5,19,very,6.0,0
l36_400,5,20,"open-minded,",4.13,482
l36_400,5,21,and,7.41,0
l36_400,5,22,believed,4.75,370
l36_400,5,23,in,7.27,165
l36_400,5,24,freedom,4.86,300
l36_400,5,25,and,7.41,0
l36_400,5,26,that,7.01,361
l36_400,5,27,everyone,5.47,678
l36_400,5,28,should,5.99,325
l36_400,5,29,respect,5.03,389
l36_400,5,30,each,5.69,282
l36_400,5,31,"other,”",6.16,0
l36_400,5,32,she,6.26,402
l36_400,5,33,said.,6.01,154
l36_400,5,34,“He,6.69,126
l36_400,5,35,did,5.96,240
l36_400,5,36,a,7.36,156
l36_400,5,37,lot,5.61,0
l36_400,5,38,for,7.01,164
l36_400,5,39,the,7.73,216
l36_400,5,40,young,5.43,282
l36_400,5,41,and,7.41,227
l36_400,5,42,later,5.49,493
l36_400,5,43,traveled,4.06,648
l36_400,5,44,with,6.85,168
l36_400,5,45,his,6.51,197
l36_400,5,46,wife,5.23,135
l36_400,5,47,and,7.41,156
l36_400,5,48,two,6.1,0
l36_400,5,49,daughters.,4.28,674
l36_400,5,50,It,6.95,378
l36_400,5,51,was,6.82,0
l36_400,5,52,wonderful,4.85,757
l36_400,5,53,because,6.03,314
l36_400,5,54,I,7.09,0
l36_400,5,55,could,6.06,168
l36_400,5,56,see,6.1,0
l36_400,5,57,where,6.0,480
l36_400,5,58,my,6.57,0
l36_400,5,59,roots,4.34,357
l36_400,5,60,came,5.5,0
l36_400,5,61,from.”,6.63,343
l36_400,5,62,Like,6.41,419
l36_400,5,63,her,6.3,123
l36_400,5,64,"grandfather,",4.24,758
l36_400,5,65,Erdmann,2.12,73
l36_400,5,66,"said,",6.01,99
l36_400,5,67,she,6.26,219
l36_400,5,68,also,6.19,195
l36_400,5,69,liked,4.76,0
l36_400,5,70,culture,5.03,145
l36_400,5,71,and,7.41,0
l36_400,5,72,traveling,4.27,76
l36_400,5,73,around,5.77,145
l36_400,5,74,the,7.73,0
l36_400,5,75,world.,5.89,221
l36_400,5,76,She,6.26,237
l36_400,5,77,described,5.0,311
l36_400,5,78,herself,4.78,429
l36_400,5,79,as,6.77,730
l36_400,5,80,"open-minded,",4.13,119
l36_400,5,81,too.,5.95,154
l36_400,5,82,“What,6.38,401
l36_400,5,83,he,6.69,923
l36_400,5,84,taught,4.68,286
l36_400,5,85,his,6.51,284
l36_400,5,86,two,6.1,0
l36_400,5,87,"daughters,",4.28,280
l36_400,5,88,my,6.57,172
l36_400,5,89,mother,5.24,217
l36_400,5,90,taught,4.68,385
l36_400,5,91,me,6.48,0
l36_400,5,92,and,7.41,117
l36_400,5,93,I,7.09,0
l36_400,5,94,have,6.71,162
l36_400,5,95,then,6.07,0
l36_400,5,96,given,5.41,185
l36_400,5,97,to,7.43,295
l36_400,5,98,my,6.57,0
l36_400,5,99,"sons,”",4.5,0
l36_400,5,100,she,6.26,134
l36_400,5,101,said.,6.01,320
l36_400,5,102,Despite,5.0,811
l36_400,5,103,her,6.3,1035
l36_400,5,104,joy,4.55,72
l36_400,5,105,at,6.7,465
l36_400,5,106,receiving,4.59,168
l36_400,5,107,the,7.73,144
l36_400,5,108,bottled,3.49,122
l36_400,5,109,"message,",5.0,0
l36_400,5,110,she,6.26,159
l36_400,5,111,said,6.01,0
l36_400,5,112,that,7.01,154
l36_400,5,113,she,6.26,103
l36_400,5,114,hoped,4.28,230
l36_400,5,115,others,5.42,132
l36_400,5,116,would,6.27,149
l36_400,5,117,not,6.69,124
l36_400,5,118,repeat,4.49,163
l36_400,5,119,what,6.38,0
l36_400,5,120,her,6.3,107
l36_400,5,121,grandfather,4.24,177
l36_400,5,122,had,6.33,174
l36_400,5,123,done,5.58,0
l36_400,5,124,and,7.41,145
l36_400,5,125,throw,4.83,180
l36_400,5,126,bottles,4.19,0
l36_400,5,127,with,6.85,168
l36_400,5,128,messages,4.54,0
l36_400,5,129,into,6.11,217
l36_400,5,130,the,7.73,0
l36_400,5,131,sea.,5.06,0
l36_400,5,132,"“Today,",5.55,80
l36_400,5,133,the,7.73,0
l36_400,5,134,sea,5.06,202
l36_400,5,135,is,7.07,0
l36_400,5,136,so,6.52,0
l36_400,5,137,full,5.54,160
l36_400,5,138,of,7.4,0
l36_400,5,139,so,6.52,0
l36_400,5,140,many,5.91,173
l36_400,5,141,bottles,4.19,0
l36_400,5,142,and,7.41,0
l36_400,5,143,rubbish,3.87,184
l36_400,5,144,that,7.01,0
l36_400,5,145,more,6.36,179
l36_400,5,146,shouldn't,4.82,117
l36_400,5,147,be,6.79,0
l36_400,5,148,thrown,4.4,136
l36_400,5,149,in,7.27,0
l36_400,5,150,"there,“",6.31,219
l36_400,5,151,she,6.26,0
l36_400,5,152,said.,6.01,0
l37_401,2,1,“It,6.95,226
l37_401,2,2,was,6.82,0
l37_401,2,3,very,6.0,132
l37_401,2,4,"surprising,”",4.28,347
l37_401,2,5,Angela,4.02,622
l37_401,2,6,"Erdmann,",2.12,624
l37_401,2,7,"62,",4.66,804
l37_401,2,8,"said,",6.01,251
l37_401,2,9,recalling,3.38,223
l37_401,2,10,how,6.24,0
l37_401,2,11,she,6.26,200
l37_401,2,12,found,5.68,216
l37_401,2,13,out,6.38,0
l37_401,2,14,about,6.4,178
l37_401,2,15,the,7.73,191
l37_401,2,16,bottle.,4.57,289
l37_401,2,17,“A,7.36,233
l37_401,2,18,man,5.82,0
l37_401,2,19,stood,4.57,0
l37_401,2,20,at,6.7,0
l37_401,2,21,my,6.57,0
l37_401,2,22,door,5.08,0
l37_401,2,23,and,7.41,145
l37_401,2,24,told,5.54,170
l37_401,2,25,me,6.48,219
l37_401,2,26,he,6.69,506
l37_401,2,27,had,6.33,481
l37_401,2,28,post,5.43,344
l37_401,2,29,from,6.63,713
l37_401,2,30,my,6.57,268
l37_401,2,31,grandfather.,4.24,154
l37_401,2,32,He,6.69,0
l37_401,2,33,then,6.07,156
l37_401,2,34,told,5.54,104
l37_401,2,35,me,6.48,0
l37_401,2,36,that,7.01,190
l37_401,2,37,a,7.36,0
l37_401,2,38,message,5.0,122
l37_401,2,39,in,7.27,188
l37_401,2,40,a,7.36,0
l37_401,2,41,bottle,4.57,124
l37_401,2,42,had,6.33,0
l37_401,2,43,been,6.27,0
l37_401,2,44,found,5.68,0
l37_401,2,45,and,7.41,176
l37_401,2,46,that,7.01,0
l37_401,2,47,the,7.73,167
l37_401,2,48,name,5.61,174
l37_401,2,49,that,7.01,0
l37_401,2,50,was,6.82,253
l37_401,2,51,on,6.91,0
l37_401,2,52,the,7.73,113
l37_401,2,53,card,5.04,0
l37_401,2,54,was,6.82,0
l37_401,2,55,that,7.01,113
l37_401,2,56,of,7.4,0
l37_401,2,57,my,6.57,129
l37_401,2,58,grandfather.”,4.24,272
l37_401,2,59,Her,6.3,0
l37_401,2,60,visitor,4.01,273
l37_401,2,61,was,6.82,483
l37_401,2,62,a,7.36,48
l37_401,2,63,genealogical,3.04,860
l37_401,2,64,researcher,3.92,530
l37_401,2,65,who,6.34,0
l37_401,2,66,had,6.33,151
l37_401,2,67,managed,4.76,153
l37_401,2,68,to,7.43,299
l37_401,2,69,track,5.02,163
l37_401,2,70,her,6.3,0
l37_401,2,71,down,5.88,117
l37_401,2,72,in,7.27,224
l37_401,2,73,Berlin,4.38,0
l37_401,2,74,after,6.11,518
l37_401,2,75,the,7.73,0
l37_401,2,76,letter,4.95,161
l37_401,2,77,was,6.82,0
l37_401,2,78,given,5.41,189
l37_401,2,79,to,7.43,0
l37_401,2,80,the,7.73,229
l37_401,2,81,International,5.36,450
l37_401,2,82,Maritime,3.96,449
l37_401,2,83,Museum,4.71,295
l37_401,2,84,in,7.27,0
l37_401,2,85,the,7.73,486
l37_401,2,86,northern,4.85,801
